timestamp,asset_id,winding_temperature,vibration_de,vibration_nde,bearing_temperature,motor_current
2026-04-01 00:00,HSM-M-04,84.47,2.56,2.98,68.01,1224.86
2026-04-01 01:00,HSM-M-04,84.43,2.96,2.99,66.31,1241.33
2026-04-01 02:00,HSM-M-04,83.23,2.55,2.83,66.71,1234.86
2026-04-01 03:00,HSM-M-04,91.86,3.13,3.0,65.27,1307.36
2026-04-01 04:00,HSM-M-04,88.32,3.26,3.21,68.59,1252.06
2026-04-01 05:00,HSM-M-04,87.93,3.14,3.19,69.5,1278.7
2026-04-01 06:00,HSM-M-04,90.28,2.92,3.5,70.75,1288.56
2026-04-01 07:00,HSM-M-04,91.61,3.16,3.44,71.38,1263.84
2026-04-01 08:00,HSM-M-04,91.53,3.18,3.2,66.45,1311.87
2026-04-01 09:00,HSM-M-04,85.8,2.92,3.18,70.15,1264.58
2026-04-01 10:00,HSM-M-04,89.95,2.97,2.88,66.29,1209.48
2026-04-01 11:00,HSM-M-04,84.01,2.8,2.69,65.0,1214.62
2026-04-01 12:00,HSM-M-04,85.25,2.85,3.03,64.31,1238.37
2026-04-01 13:00,HSM-M-04,81.93,2.55,2.49,64.84,1155.16
2026-04-01 14:00,HSM-M-04,82.5,2.52,2.47,63.74,1179.13
2026-04-01 15:00,HSM-M-04,82.2,2.56,2.12,61.66,1041.06
2026-04-01 16:00,HSM-M-04,77.64,2.32,2.29,62.35,1084.15
2026-04-01 17:00,HSM-M-04,80.14,2.35,2.33,59.89,1044.46
2026-04-01 18:00,HSM-M-04,79.07,2.31,2.41,59.74,1110.24
2026-04-01 19:00,HSM-M-04,78.74,2.16,2.45,60.66,1071.83
2026-04-01 20:00,HSM-M-04,80.73,2.45,2.58,59.51,1167.99
2026-04-01 21:00,HSM-M-04,75.0,2.26,2.39,63.62,1211.86
2026-04-01 22:00,HSM-M-04,78.75,2.44,2.62,61.43,1140.31
2026-04-01 23:00,HSM-M-04,83.66,2.54,2.51,62.62,1205.6
2026-04-02 00:00,HSM-M-04,80.79,2.78,2.5,63.25,1187.08
2026-04-02 01:00,HSM-M-04,84.38,2.94,2.78,67.38,1204.74
2026-04-02 02:00,HSM-M-04,87.65,3.02,3.16,67.21,1271.9
2026-04-02 03:00,HSM-M-04,93.45,3.06,3.41,68.14,1269.21
2026-04-02 04:00,HSM-M-04,97.68,3.35,3.04,69.88,1296.88
2026-04-02 05:00,HSM-M-04,92.91,3.19,3.0,69.5,1281.97
2026-04-02 06:00,HSM-M-04,93.56,3.41,3.45,68.27,1300.8
