timestamp,asset_id,discharge_pressure,flow_rate,bearing_temperature,vibration,motor_current
2026-04-01 00:00,CWP-05,6.03,461.42,60.95,2.75,150.74
2026-04-01 01:00,CWP-05,6.6,536.63,64.67,2.65,155.52
2026-04-01 02:00,CWP-05,6.85,556.37,60.69,2.91,154.21
2026-04-01 03:00,CWP-05,6.88,545.22,61.38,2.94,175.33
2026-04-01 04:00,CWP-05,7.17,541.38,61.4,3.15,166.4
2026-04-01 05:00,CWP-05,7.54,513.13,63.32,3.0,167.08
2026-04-01 06:00,CWP-05,6.92,584.09,67.22,3.06,167.45
2026-04-01 07:00,CWP-05,6.94,550.67,63.87,2.84,163.53
2026-04-01 08:00,CWP-05,7.32,583.18,64.6,3.1,155.65
2026-04-01 09:00,CWP-05,7.09,507.26,65.44,3.14,162.4
2026-04-01 10:00,CWP-05,6.87,540.78,62.26,2.82,170.65
2026-04-01 11:00,CWP-05,6.25,479.0,63.4,2.79,163.64
2026-04-01 12:00,CWP-05,6.34,522.1,59.37,2.87,152.06
2026-04-01 13:00,CWP-05,6.19,478.98,60.41,2.46,152.58
2026-04-01 14:00,CWP-05,5.99,503.94,59.87,2.34,144.19
2026-04-01 15:00,CWP-05,5.8,483.56,55.66,2.5,153.09
2026-04-01 16:00,CWP-05,5.72,456.72,53.84,2.01,139.79
2026-04-01 17:00,CWP-05,6.0,441.03,55.04,2.19,143.51
2026-04-01 18:00,CWP-05,5.7,456.41,56.47,2.27,134.55
2026-04-01 19:00,CWP-05,5.28,429.61,53.17,2.65,130.67
2026-04-01 20:00,CWP-05,6.14,452.83,55.72,2.3,122.85
2026-04-01 21:00,CWP-05,6.3,433.65,58.9,2.63,144.25
2026-04-01 22:00,CWP-05,5.97,439.53,57.85,2.7,134.89
2026-04-01 23:00,CWP-05,6.79,490.11,55.68,2.26,150.43
2026-04-02 00:00,CWP-05,6.29,512.84,58.23,2.4,154.81
2026-04-02 01:00,CWP-05,6.7,480.14,60.4,2.71,162.42
2026-04-02 02:00,CWP-05,6.97,517.66,62.86,3.12,148.92
2026-04-02 03:00,CWP-05,7.05,528.73,62.12,3.02,170.19
2026-04-02 04:00,CWP-05,7.44,545.47,61.73,3.29,171.88
2026-04-02 05:00,CWP-05,7.39,549.86,66.19,3.23,171.97
2026-04-02 06:00,CWP-05,6.73,577.83,65.78,3.04,154.14
2026-04-02 07:00,CWP-05,7.1,552.33,67.45,3.08,169.58
2026-04-02 08:00,CWP-05,7.15,541.6,64.17,3.07,158.71
2026-04-02 09:00,CWP-05,7.04,509.71,66.47,2.82,171.4
2026-04-02 10:00,CWP-05,7.03,503.12,63.33,2.94,162.78
2026-04-02 11:00,CWP-05,6.8,492.43,62.77,2.75,158.82
2026-04-02 12:00,CWP-05,6.51,527.89,60.03,2.75,152.34
