timestamp,asset_id,oscillation_frequency,hydraulic_pressure,mould_level_dev,oil_temperature
2026-04-01 00:00,CCM-OSC-03,166.26,123.38,-0.07,44.22
2026-04-01 01:00,CCM-OSC-03,171.49,126.06,0.39,45.88
2026-04-01 02:00,CCM-OSC-03,160.78,138.27,0.52,46.45
2026-04-01 03:00,CCM-OSC-03,174.31,132.87,1.0,47.27
2026-04-01 04:00,CCM-OSC-03,158.19,129.36,0.76,46.4
2026-04-01 05:00,CCM-OSC-03,160.8,133.8,1.7,48.42
2026-04-01 06:00,CCM-OSC-03,162.97,132.74,1.71,48.18
2026-04-01 07:00,CCM-OSC-03,176.4,132.85,1.77,47.79
2026-04-01 08:00,CCM-OSC-03,164.06,134.24,1.14,45.49
2026-04-01 09:00,CCM-OSC-03,160.74,133.26,0.52,47.18
2026-04-01 10:00,CCM-OSC-03,169.07,126.3,1.19,46.75
2026-04-01 11:00,CCM-OSC-03,159.62,127.33,0.26,46.74
2026-04-01 12:00,CCM-OSC-03,147.83,121.5,0.0,43.64
2026-04-01 13:00,CCM-OSC-03,140.15,122.05,-0.31,44.74
2026-04-01 14:00,CCM-OSC-03,141.72,117.12,-0.67,43.75
2026-04-01 15:00,CCM-OSC-03,135.93,116.87,-1.01,43.13
2026-04-01 16:00,CCM-OSC-03,139.71,119.94,-1.43,43.34
2026-04-01 17:00,CCM-OSC-03,129.23,119.44,-2.23,40.85
2026-04-01 18:00,CCM-OSC-03,142.15,115.95,-1.23,41.36
2026-04-01 19:00,CCM-OSC-03,145.9,115.5,0.12,43.66
2026-04-01 20:00,CCM-OSC-03,140.85,118.89,-0.42,43.04
2026-04-01 21:00,CCM-OSC-03,138.19,122.63,-0.72,43.53
2026-04-01 22:00,CCM-OSC-03,157.35,118.4,0.32,44.04
2026-04-01 23:00,CCM-OSC-03,144.9,120.16,0.26,44.05
2026-04-02 00:00,CCM-OSC-03,146.91,123.92,-0.93,44.54
2026-04-02 01:00,CCM-OSC-03,156.3,128.84,0.53,46.26
2026-04-02 02:00,CCM-OSC-03,153.4,124.35,1.18,46.86
2026-04-02 03:00,CCM-OSC-03,147.67,131.64,0.93,46.44
2026-04-02 04:00,CCM-OSC-03,160.18,132.64,1.27,47.64
2026-04-02 05:00,CCM-OSC-03,174.97,130.6,1.51,49.87
2026-04-02 06:00,CCM-OSC-03,163.82,130.83,1.93,47.12
2026-04-02 07:00,CCM-OSC-03,168.47,136.77,1.86,47.13
2026-04-02 08:00,CCM-OSC-03,164.58,134.52,1.21,46.61
2026-04-02 09:00,CCM-OSC-03,172.12,136.96,0.75,47.88
2026-04-02 10:00,CCM-OSC-03,153.47,129.35,0.64,47.1
2026-04-02 11:00,CCM-OSC-03,155.4,132.2,1.33,46.22
2026-04-02 12:00,CCM-OSC-03,148.09,122.75,0.48,46.11
2026-04-02 13:00,CCM-OSC-03,143.91,124.14,-0.99,42.51
2026-04-02 14:00,CCM-OSC-03,149.07,118.87,-0.76,44.5
2026-04-02 15:00,CCM-OSC-03,148.44,115.24,-0.75,44.6
2026-04-02 16:00,CCM-OSC-03,139.12,111.5,-1.35,41.31
2026-04-02 17:00,CCM-OSC-03,130.19,116.41,-1.24,41.01
2026-04-02 18:00,CCM-OSC-03,137.84,115.14,-0.63,41.71
2026-04-02 19:00,CCM-OSC-03,130.7,122.84,-0.95,43.53
2026-04-02 20:00,CCM-OSC-03,136.73,123.74,-1.38,42.86
2026-04-02 21:00,CCM-OSC-03,129.31,118.48,-0.38,44.59
2026-04-02 22:00,CCM-OSC-03,142.75,124.62,-0.67,45.01
2026-04-02 23:00,CCM-OSC-03,150.83,116.82,-0.86,43.5
2026-04-03 00:00,CCM-OSC-03,143.71,127.07,-0.14,45.31
2026-04-03 01:00,CCM-OSC-03,160.49,126.07,0.41,44.31
2026-04-03 02:00,CCM-OSC-03,156.33,134.93,1.67,48.81
2026-04-03 03:00,CCM-OSC-03,168.8,128.97,0.93,47.32
2026-04-03 04:00,CCM-OSC-03,161.29,131.78,1.24,49.86
2026-04-03 05:00,CCM-OSC-03,166.79,135.87,0.74,47.5
2026-04-03 06:00,CCM-OSC-03,175.11,133.49,0.63,46.13
2026-04-03 07:00,CCM-OSC-03,168.6,137.74,2.31,48.86
2026-04-03 08:00,CCM-OSC-03,170.18,139.68,1.94,48.53
2026-04-03 09:00,CCM-OSC-03,158.63,132.75,1.57,48.53
2026-04-03 10:00,CCM-OSC-03,158.51,137.63,0.39,44.95
2026-04-03 11:00,CCM-OSC-03,148.4,128.37,-0.11,45.97
2026-04-03 12:00,CCM-OSC-03,161.01,129.39,0.58,45.77
2026-04-03 13:00,CCM-OSC-03,152.93,125.0,0.42,43.39
2026-04-03 14:00,CCM-OSC-03,142.23,123.93,-0.27,44.98
2026-04-03 15:00,CCM-OSC-03,139.47,115.78,-0.56,43.86
2026-04-03 16:00,CCM-OSC-03,131.59,116.88,-0.96,41.29
2026-04-03 17:00,CCM-OSC-03,133.34,119.26,-0.89,42.93
2026-04-03 18:00,CCM-OSC-03,136.14,121.07,-0.52,42.72
2026-04-03 19:00,CCM-OSC-03,131.0,115.01,-0.17,43.78
2026-04-03 20:00,CCM-OSC-03,136.59,123.84,-0.11,42.82
2026-04-03 21:00,CCM-OSC-03,129.39,114.39,-0.02,43.67
2026-04-03 22:00,CCM-OSC-03,131.68,119.43,-0.19,42.83
2026-04-03 23:00,CCM-OSC-03,145.27,119.12,-0.22,46.01
2026-04-04 00:00,CCM-OSC-03,159.72,125.51,-0.35,45.42
2026-04-04 01:00,CCM-OSC-03,161.49,126.41,0.41,46.98
2026-04-04 02:00,CCM-OSC-03,148.18,124.97,0.42,47.23
2026-04-04 03:00,CCM-OSC-03,171.04,129.68,0.29,45.57
2026-04-04 04:00,CCM-OSC-03,149.19,128.56,1.16,47.26
2026-04-04 05:00,CCM-OSC-03,160.61,130.56,0.91,47.08
2026-04-04 06:00,CCM-OSC-03,171.43,131.39,1.4,46.81
2026-04-04 07:00,CCM-OSC-03,173.05,132.09,1.76,48.57
2026-04-04 08:00,CCM-OSC-03,154.5,128.36,1.07,46.51
2026-04-04 09:00,CCM-OSC-03,160.98,129.51,0.82,46.38
2026-04-04 10:00,CCM-OSC-03,159.53,137.63,1.13,46.33
2026-04-04 11:00,CCM-OSC-03,152.48,129.35,0.64,46.84
2026-04-04 12:00,CCM-OSC-03,164.76,122.66,0.19,44.92
2026-04-04 13:00,CCM-OSC-03,152.78,125.31,-1.08,45.77
2026-04-04 14:00,CCM-OSC-03,143.04,110.82,-1.48,46.49
2026-04-04 15:00,CCM-OSC-03,127.74,123.15,-0.74,41.4
2026-04-04 16:00,CCM-OSC-03,145.96,114.56,-1.31,42.49
2026-04-04 17:00,CCM-OSC-03,124.35,112.35,-0.6,41.99
2026-04-04 18:00,CCM-OSC-03,125.6,114.85,-0.64,42.64
2026-04-04 19:00,CCM-OSC-03,140.81,116.63,-1.11,43.15
2026-04-04 20:00,CCM-OSC-03,135.93,117.56,-1.93,42.53
2026-04-04 21:00,CCM-OSC-03,124.04,117.46,-1.47,41.37
2026-04-04 22:00,CCM-OSC-03,150.66,123.25,-0.69,44.85
2026-04-04 23:00,CCM-OSC-03,156.24,127.65,0.15,44.48
2026-04-05 00:00,CCM-OSC-03,142.06,123.36,-0.19,44.4
2026-04-05 01:00,CCM-OSC-03,155.3,122.39,1.34,45.75
2026-04-05 02:00,CCM-OSC-03,158.38,127.31,1.29,44.96
2026-04-05 03:00,CCM-OSC-03,162.92,134.84,0.11,47.48
2026-04-05 04:00,CCM-OSC-03,183.48,133.79,1.32,46.85
2026-04-05 05:00,CCM-OSC-03,175.83,133.12,0.98,46.92
2026-04-05 06:00,CCM-OSC-03,164.91,133.49,1.77,45.98
2026-04-05 07:00,CCM-OSC-03,169.53,134.34,1.06,47.76
2026-04-05 08:00,CCM-OSC-03,181.3,127.79,1.48,46.08
2026-04-05 09:00,CCM-OSC-03,164.49,128.41,0.77,46.79
