timestamp,asset_id,dome_temperature,waste_gas_temp,combustion_air_flow,shell_temperature
2026-04-01 00:00,BFS-02,1277.61,326.45,48876.32,97.32
2026-04-01 01:00,BFS-02,1300.76,328.31,50595.83,86.37
2026-04-01 02:00,BFS-02,1278.18,325.07,51622.82,95.33
2026-04-01 03:00,BFS-02,1308.67,339.53,53147.71,94.94
2026-04-01 04:00,BFS-02,1293.91,334.88,51569.23,95.26
2026-04-01 05:00,BFS-02,1324.29,343.61,52514.79,95.66
2026-04-01 06:00,BFS-02,1329.93,336.81,52123.79,95.96
2026-04-01 07:00,BFS-02,1302.18,348.63,52784.13,99.09
2026-04-01 08:00,BFS-02,1274.2,351.97,54350.5,93.18
2026-04-01 09:00,BFS-02,1310.42,349.28,51965.35,97.24
2026-04-01 10:00,BFS-02,1316.13,351.11,49964.05,95.3
2026-04-01 11:00,BFS-02,1272.95,315.93,51450.61,89.88
2026-04-01 12:00,BFS-02,1278.93,314.88,50718.58,85.72
2026-04-01 13:00,BFS-02,1231.1,331.1,48237.89,86.43
2026-04-01 14:00,BFS-02,1235.9,306.54,49217.16,86.6
2026-04-01 15:00,BFS-02,1209.49,315.86,48772.46,83.13
2026-04-01 16:00,BFS-02,1188.26,303.68,48794.97,84.23
2026-04-01 17:00,BFS-02,1237.01,287.75,47982.27,85.76
2026-04-01 18:00,BFS-02,1253.8,297.66,47364.97,84.26
2026-04-01 19:00,BFS-02,1221.93,323.05,46788.21,76.72
2026-04-01 20:00,BFS-02,1212.55,311.21,48828.25,85.41
2026-04-01 21:00,BFS-02,1253.98,320.74,49222.53,82.37
2026-04-01 22:00,BFS-02,1241.02,319.75,49836.15,86.76
2026-04-01 23:00,BFS-02,1293.31,310.5,49674.6,87.18
2026-04-02 00:00,BFS-02,1263.64,334.69,49856.51,88.26
2026-04-02 01:00,BFS-02,1285.52,326.59,50261.95,87.85
2026-04-02 02:00,BFS-02,1320.46,340.38,50856.3,85.68
2026-04-02 03:00,BFS-02,1298.06,335.39,51482.97,95.02
2026-04-02 04:00,BFS-02,1320.43,347.19,53541.02,92.17
2026-04-02 05:00,BFS-02,1322.39,346.68,52453.79,96.28
2026-04-02 06:00,BFS-02,1308.64,355.09,53300.85,96.9
2026-04-02 07:00,BFS-02,1333.05,357.66,52496.36,97.18
2026-04-02 08:00,BFS-02,1313.15,340.07,50990.09,96.55
2026-04-02 09:00,BFS-02,1314.4,328.66,51069.13,95.39
2026-04-02 10:00,BFS-02,1286.51,327.43,49983.45,95.2
2026-04-02 11:00,BFS-02,1322.48,330.49,50399.71,96.1
2026-04-02 12:00,BFS-02,1280.09,320.37,50133.98,90.93
2026-04-02 13:00,BFS-02,1257.96,323.56,50639.52,88.86
2026-04-02 14:00,BFS-02,1240.62,311.56,49159.1,87.0
2026-04-02 15:00,BFS-02,1254.44,311.57,47916.99,89.01
2026-04-02 16:00,BFS-02,1230.04,299.47,45427.26,80.53
2026-04-02 17:00,BFS-02,1232.67,299.8,49252.68,83.9
2026-04-02 18:00,BFS-02,1214.75,320.61,48220.24,77.93
2026-04-02 19:00,BFS-02,1236.29,304.6,47083.57,83.03
2026-04-02 20:00,BFS-02,1247.03,303.58,47246.93,84.57
2026-04-02 21:00,BFS-02,1245.61,314.25,45721.95,81.07
2026-04-02 22:00,BFS-02,1245.75,315.04,48529.02,82.22
2026-04-02 23:00,BFS-02,1270.19,308.74,47612.83,90.63
2026-04-03 00:00,BFS-02,1273.61,334.8,48363.99,85.2
2026-04-03 01:00,BFS-02,1270.89,324.07,50494.0,88.45
2026-04-03 02:00,BFS-02,1309.81,319.84,51339.76,96.22
2026-04-03 03:00,BFS-02,1308.98,341.79,50025.97,96.48
2026-04-03 04:00,BFS-02,1311.95,336.14,51390.1,94.44
2026-04-03 05:00,BFS-02,1332.83,345.07,52653.11,95.3
2026-04-03 06:00,BFS-02,1301.76,334.88,52489.6,98.62
2026-04-03 07:00,BFS-02,1310.39,352.12,52467.33,95.78
2026-04-03 08:00,BFS-02,1304.11,347.76,49860.99,93.3
2026-04-03 09:00,BFS-02,1311.6,333.97,52904.0,89.44
2026-04-03 10:00,BFS-02,1277.19,335.49,51776.76,94.11
2026-04-03 11:00,BFS-02,1297.21,336.76,52056.1,87.16
2026-04-03 12:00,BFS-02,1243.78,328.21,50305.21,89.55
2026-04-03 13:00,BFS-02,1241.3,318.87,48797.99,84.62
2026-04-03 14:00,BFS-02,1275.94,316.78,47656.25,92.07
2026-04-03 15:00,BFS-02,1245.9,309.08,49365.71,89.33
2026-04-03 16:00,BFS-02,1228.09,314.92,47246.38,83.12
2026-04-03 17:00,BFS-02,1223.86,303.91,48881.66,86.27
2026-04-03 18:00,BFS-02,1218.87,320.08,47301.28,80.19
2026-04-03 19:00,BFS-02,1263.37,314.85,46284.09,86.83
2026-04-03 20:00,BFS-02,1230.18,317.42,48274.44,86.09
2026-04-03 21:00,BFS-02,1255.5,312.92,49224.42,86.65
2026-04-03 22:00,BFS-02,1264.64,300.12,49266.87,88.5
2026-04-03 23:00,BFS-02,1228.26,321.73,49023.27,90.54
2026-04-04 00:00,BFS-02,1275.97,321.61,51197.5,89.6
2026-04-04 01:00,BFS-02,1298.17,329.62,51611.35,92.62
2026-04-04 02:00,BFS-02,1302.61,331.58,51137.81,94.59
2026-04-04 03:00,BFS-02,1326.45,325.85,50719.48,100.75
2026-04-04 04:00,BFS-02,1336.68,348.95,52159.11,95.86
2026-04-04 05:00,BFS-02,1318.59,332.42,52581.84,99.19
2026-04-04 06:00,BFS-02,1313.84,352.75,52712.8,93.07
2026-04-04 07:00,BFS-02,1315.81,347.46,54311.33,102.23
2026-04-04 08:00,BFS-02,1305.32,339.96,50947.26,95.5
2026-04-04 09:00,BFS-02,1300.41,356.07,52202.63,91.61
2026-04-04 10:00,BFS-02,1304.05,340.08,52222.11,91.41
2026-04-04 11:00,BFS-02,1290.35,330.42,50911.24,91.39
2026-04-04 12:00,BFS-02,1269.47,327.13,48784.67,92.94
2026-04-04 13:00,BFS-02,1282.8,313.48,48953.76,85.03
2026-04-04 14:00,BFS-02,1243.44,320.94,49289.48,91.04
2026-04-04 15:00,BFS-02,1246.64,308.92,49736.44,82.32
2026-04-04 16:00,BFS-02,1230.07,307.39,48335.23,79.11
2026-04-04 17:00,BFS-02,1245.1,310.6,46534.89,78.72
2026-04-04 18:00,BFS-02,1189.5,309.6,48816.65,87.51
2026-04-04 19:00,BFS-02,1231.9,314.01,48492.99,88.87
2026-04-04 20:00,BFS-02,1220.31,321.8,47311.55,86.6
2026-04-04 21:00,BFS-02,1251.92,313.21,46316.06,85.47
2026-04-04 22:00,BFS-02,1249.86,322.43,47687.77,84.63
2026-04-04 23:00,BFS-02,1240.7,326.78,50350.26,90.44
2026-04-05 00:00,BFS-02,1288.39,327.74,48703.63,90.97
2026-04-05 01:00,BFS-02,1287.26,335.44,51267.92,94.84
2026-04-05 02:00,BFS-02,1307.82,336.44,50884.29,90.76
2026-04-05 03:00,BFS-02,1328.41,337.05,50925.12,99.17
2026-04-05 04:00,BFS-02,1324.99,351.12,52059.74,91.77
2026-04-05 05:00,BFS-02,1321.73,339.95,51684.38,95.73
2026-04-05 06:00,BFS-02,1334.28,348.44,52136.13,100.36
2026-04-05 07:00,BFS-02,1295.55,336.51,50892.71,94.08
2026-04-05 08:00,BFS-02,1301.12,350.78,52814.01,97.29
2026-04-05 09:00,BFS-02,1320.77,345.84,51824.87,89.84
2026-04-05 10:00,BFS-02,1298.02,323.36,50455.78,94.48
2026-04-05 11:00,BFS-02,1272.08,324.43,51210.49,97.85
2026-04-05 12:00,BFS-02,1265.43,337.69,49040.95,83.93
2026-04-05 13:00,BFS-02,1289.34,315.52,51974.64,83.42
2026-04-05 14:00,BFS-02,1232.24,310.5,46814.32,85.87
2026-04-05 15:00,BFS-02,1247.84,309.59,50364.29,80.12
2026-04-05 16:00,BFS-02,1259.54,308.81,48312.69,83.31
2026-04-05 17:00,BFS-02,1231.86,308.74,46370.58,84.42
2026-04-05 18:00,BFS-02,1211.76,297.87,46612.06,84.29
2026-04-05 19:00,BFS-02,1235.35,311.38,48402.53,85.68
2026-04-05 20:00,BFS-02,1246.26,302.86,47118.97,84.73
2026-04-05 21:00,BFS-02,1250.38,308.96,49674.24,85.01
2026-04-05 22:00,BFS-02,1275.61,327.89,47265.04,79.43
2026-04-05 23:00,BFS-02,1269.93,323.22,50035.88,82.47
2026-04-06 00:00,BFS-02,1296.17,317.83,51265.44,88.22
2026-04-06 01:00,BFS-02,1268.69,332.08,51067.08,89.27
2026-04-06 02:00,BFS-02,1299.67,342.17,52423.0,93.91
2026-04-06 03:00,BFS-02,1302.63,326.51,51492.02,102.11
2026-04-06 04:00,BFS-02,1308.84,340.33,53281.81,97.31
2026-04-06 05:00,BFS-02,1301.62,350.38,52811.6,96.95
2026-04-06 06:00,BFS-02,1316.09,334.65,53557.03,93.63
2026-04-06 07:00,BFS-02,1313.38,352.0,51057.13,96.64
2026-04-06 08:00,BFS-02,1313.63,351.82,51398.26,92.67
2026-04-06 09:00,BFS-02,1297.17,329.71,50558.68,93.32
2026-04-06 10:00,BFS-02,1314.68,329.09,52347.66,93.97
2026-04-06 11:00,BFS-02,1305.32,324.4,50189.8,94.38
2026-04-06 12:00,BFS-02,1289.48,324.13,50763.52,94.02
2026-04-06 13:00,BFS-02,1251.49,316.47,49522.51,85.78
2026-04-06 14:00,BFS-02,1237.31,308.47,47438.96,84.31
2026-04-06 15:00,BFS-02,1236.64,323.59,49366.96,85.29
2026-04-06 16:00,BFS-02,1242.0,310.91,47995.4,81.27
2026-04-06 17:00,BFS-02,1222.26,302.89,47513.33,87.69
2026-04-06 18:00,BFS-02,1200.72,296.26,47398.37,78.11
2026-04-06 19:00,BFS-02,1225.31,310.29,47734.17,80.6
2026-04-06 20:00,BFS-02,1246.14,317.09,50650.35,85.29
2026-04-06 21:00,BFS-02,1267.12,309.69,49062.71,79.55
2026-04-06 22:00,BFS-02,1253.44,307.89,47658.44,89.2
2026-04-06 23:00,BFS-02,1262.09,315.66,47657.16,85.35
2026-04-07 00:00,BFS-02,1287.92,326.97,50138.99,89.11
2026-04-07 01:00,BFS-02,1266.93,331.77,48240.39,93.03
2026-04-07 02:00,BFS-02,1308.16,331.81,50846.55,91.02
2026-04-07 03:00,BFS-02,1304.23,347.45,51010.64,96.29
2026-04-07 04:00,BFS-02,1317.92,334.2,51671.98,99.87
2026-04-07 05:00,BFS-02,1324.88,342.18,51498.27,96.7
2026-04-07 06:00,BFS-02,1332.16,335.2,52039.47,95.55
2026-04-07 07:00,BFS-02,1313.25,356.51,52370.34,101.22
2026-04-07 08:00,BFS-02,1287.42,343.96,52241.98,100.97
2026-04-07 09:00,BFS-02,1308.66,329.25,50381.42,86.78
2026-04-07 10:00,BFS-02,1295.89,335.38,51624.62,93.81
2026-04-07 11:00,BFS-02,1268.2,334.7,50280.1,89.38
2026-04-07 12:00,BFS-02,1272.94,319.36,51358.29,90.89
2026-04-07 13:00,BFS-02,1285.69,323.67,49902.59,86.76
2026-04-07 14:00,BFS-02,1245.89,313.39,49160.22,85.92
2026-04-07 15:00,BFS-02,1230.62,307.29,48357.88,80.38
2026-04-07 16:00,BFS-02,1240.78,304.23,48324.53,84.73
