timestamp,asset_id,winding_temperature,vibration_de,vibration_nde,bearing_temperature,motor_current
2026-04-01 00:00,HSM-M-02,85.74,2.54,2.84,66.21,1193.36
2026-04-01 01:00,HSM-M-02,83.43,2.86,2.62,66.72,1242.93
2026-04-01 02:00,HSM-M-02,83.82,3.0,3.06,70.19,1251.16
2026-04-01 03:00,HSM-M-02,88.32,3.01,3.1,69.54,1251.28
2026-04-01 04:00,HSM-M-02,89.23,3.05,3.09,69.54,1279.41
2026-04-01 05:00,HSM-M-02,89.85,3.02,2.94,72.92,1286.65
2026-04-01 06:00,HSM-M-02,91.82,3.27,3.24,71.08,1318.83
2026-04-01 07:00,HSM-M-02,89.44,3.09,2.97,70.66,1234.81
2026-04-01 08:00,HSM-M-02,90.74,3.07,3.07,68.0,1282.19
2026-04-01 09:00,HSM-M-02,86.77,3.05,3.09,69.25,1259.15
2026-04-01 10:00,HSM-M-02,88.65,2.83,3.11,70.45,1175.93
2026-04-01 11:00,HSM-M-02,85.02,3.15,3.28,69.31,1237.71
2026-04-01 12:00,HSM-M-02,85.16,3.08,2.57,67.28,1185.41
2026-04-01 13:00,HSM-M-02,85.79,2.51,2.24,66.11,1218.2
2026-04-01 14:00,HSM-M-02,81.06,2.56,2.26,67.68,1221.98
2026-04-01 15:00,HSM-M-02,80.81,2.41,2.59,59.8,1174.05
2026-04-01 16:00,HSM-M-02,78.92,2.33,2.39,61.2,1092.11
2026-04-01 17:00,HSM-M-02,82.26,2.28,2.47,62.53,1134.77
2026-04-01 18:00,HSM-M-02,83.89,2.44,2.46,63.58,1063.15
2026-04-01 19:00,HSM-M-02,74.93,2.55,2.44,59.44,1135.32
2026-04-01 20:00,HSM-M-02,79.14,2.66,2.28,59.98,1096.92
2026-04-01 21:00,HSM-M-02,79.42,2.17,2.47,58.77,1153.5
2026-04-01 22:00,HSM-M-02,85.26,2.53,2.57,59.94,1155.07
2026-04-01 23:00,HSM-M-02,86.47,2.75,2.71,65.13,1125.85
2026-04-02 00:00,HSM-M-02,80.95,2.67,2.73,64.77,1179.03
2026-04-02 01:00,HSM-M-02,85.37,2.89,2.78,64.04,1160.8
2026-04-02 02:00,HSM-M-02,87.46,3.13,2.87,65.38,1265.65
2026-04-02 03:00,HSM-M-02,91.79,3.1,3.2,65.83,1264.77
2026-04-02 04:00,HSM-M-02,92.26,3.09,3.05,69.49,1333.77
2026-04-02 05:00,HSM-M-02,90.22,2.95,3.27,69.56,1249.29
2026-04-02 06:00,HSM-M-02,91.64,3.02,3.15,71.59,1296.48
2026-04-02 07:00,HSM-M-02,89.49,3.57,3.03,68.1,1284.27
2026-04-02 08:00,HSM-M-02,88.81,3.17,3.14,68.95,1302.04
2026-04-02 09:00,HSM-M-02,88.28,3.07,2.84,70.53,1242.95
2026-04-02 10:00,HSM-M-02,86.38,2.85,2.9,73.26,1193.94
2026-04-02 11:00,HSM-M-02,87.07,3.09,2.88,67.24,1174.78
2026-04-02 12:00,HSM-M-02,86.98,2.71,2.81,67.62,1224.05
2026-04-02 13:00,HSM-M-02,81.0,2.57,2.76,65.5,1209.74
2026-04-02 14:00,HSM-M-02,82.08,2.58,2.34,61.04,1142.41
2026-04-02 15:00,HSM-M-02,83.71,2.56,2.4,61.21,1161.64
2026-04-02 16:00,HSM-M-02,79.13,2.12,2.27,58.58,1073.41
2026-04-02 17:00,HSM-M-02,80.07,2.1,2.27,58.19,1114.35
2026-04-02 18:00,HSM-M-02,81.79,2.48,2.34,59.66,1151.36
2026-04-02 19:00,HSM-M-02,75.24,2.26,2.29,60.02,1146.4
2026-04-02 20:00,HSM-M-02,80.09,2.39,2.39,57.1,1106.78
2026-04-02 21:00,HSM-M-02,86.71,2.35,2.03,63.06,1153.28
2026-04-02 22:00,HSM-M-02,83.12,2.37,2.53,62.48,1123.53
2026-04-02 23:00,HSM-M-02,86.04,2.22,2.62,62.94,1137.84
2026-04-03 00:00,HSM-M-02,83.98,2.63,2.95,63.02,1217.4
2026-04-03 01:00,HSM-M-02,90.31,3.03,2.83,70.65,1151.57
2026-04-03 02:00,HSM-M-02,86.14,2.9,3.37,63.32,1238.08
2026-04-03 03:00,HSM-M-02,93.57,3.22,3.08,65.22,1313.41
2026-04-03 04:00,HSM-M-02,85.02,2.93,2.98,69.5,1328.12
2026-04-03 05:00,HSM-M-02,94.01,3.48,2.95,70.43,1255.6
2026-04-03 06:00,HSM-M-02,87.42,3.24,2.87,67.75,1306.56
2026-04-03 07:00,HSM-M-02,89.82,3.5,3.09,67.12,1394.7
2026-04-03 08:00,HSM-M-02,89.65,3.01,3.01,72.13,1220.63
2026-04-03 09:00,HSM-M-02,89.67,3.07,2.7,66.56,1389.86
2026-04-03 10:00,HSM-M-02,90.44,3.05,2.98,65.09,1243.0
2026-04-03 11:00,HSM-M-02,88.44,2.86,2.52,68.31,1181.93
2026-04-03 12:00,HSM-M-02,86.0,2.95,2.8,68.14,1259.1
2026-04-03 13:00,HSM-M-02,85.55,2.69,2.56,61.85,1162.26
2026-04-03 14:00,HSM-M-02,78.61,2.93,2.44,61.63,1153.28
2026-04-03 15:00,HSM-M-02,77.0,2.27,2.44,65.07,1081.35
2026-04-03 16:00,HSM-M-02,77.27,2.38,2.23,62.26,1144.15
2026-04-03 17:00,HSM-M-02,77.4,2.28,2.36,60.89,1142.78
2026-04-03 18:00,HSM-M-02,78.66,2.58,2.37,62.61,1042.86
2026-04-03 19:00,HSM-M-02,81.46,2.12,2.53,60.2,1122.23
2026-04-03 20:00,HSM-M-02,85.36,2.57,2.43,62.49,1106.02
2026-04-03 21:00,HSM-M-02,79.61,2.38,2.16,65.42,1153.8
2026-04-03 22:00,HSM-M-02,84.62,2.22,2.42,66.3,1069.11
2026-04-03 23:00,HSM-M-02,84.65,2.72,2.8,64.69,1196.73
2026-04-04 00:00,HSM-M-02,82.58,2.89,2.68,62.75,1241.46
2026-04-04 01:00,HSM-M-02,84.78,3.02,2.73,62.8,1227.69
2026-04-04 02:00,HSM-M-02,92.96,2.9,2.77,65.52,1194.1
2026-04-04 03:00,HSM-M-02,84.61,3.21,2.83,69.74,1299.28
2026-04-04 04:00,HSM-M-02,91.94,3.4,3.21,65.34,1356.34
2026-04-04 05:00,HSM-M-02,86.35,3.21,2.98,67.33,1307.51
2026-04-04 06:00,HSM-M-02,90.87,3.32,3.45,74.08,1255.46
2026-04-04 07:00,HSM-M-02,91.39,3.38,3.29,68.83,1323.73
2026-04-04 08:00,HSM-M-02,94.13,3.26,3.16,66.44,1301.17
2026-04-04 09:00,HSM-M-02,92.79,3.1,3.08,68.01,1219.75
2026-04-04 10:00,HSM-M-02,88.01,3.01,2.82,68.59,1246.57
2026-04-04 11:00,HSM-M-02,85.21,2.85,2.58,64.94,1266.54
2026-04-04 12:00,HSM-M-02,87.18,2.71,2.66,63.41,1186.22
2026-04-04 13:00,HSM-M-02,84.7,2.72,2.89,65.68,1158.88
2026-04-04 14:00,HSM-M-02,85.59,2.58,2.79,60.78,1157.07
2026-04-04 15:00,HSM-M-02,80.06,2.1,2.51,60.73,1122.34
2026-04-04 16:00,HSM-M-02,81.33,2.42,2.18,66.32,1075.69
2026-04-04 17:00,HSM-M-02,74.94,2.54,2.44,60.4,1056.4
2026-04-04 18:00,HSM-M-02,76.63,2.22,2.28,60.75,1042.07
2026-04-04 19:00,HSM-M-02,77.85,2.28,2.44,63.59,1086.61
2026-04-04 20:00,HSM-M-02,79.15,2.55,2.31,62.25,1027.42
2026-04-04 21:00,HSM-M-02,82.38,2.14,2.42,59.53,1154.45
2026-04-04 22:00,HSM-M-02,85.87,2.53,2.51,60.45,1112.42
2026-04-04 23:00,HSM-M-02,79.03,2.75,2.45,65.37,1218.21
2026-04-05 00:00,HSM-M-02,84.76,2.47,2.64,66.35,1168.69
2026-04-05 01:00,HSM-M-02,85.19,2.62,2.82,66.1,1249.5
2026-04-05 02:00,HSM-M-02,88.32,3.1,2.94,64.91,1266.43
2026-04-05 03:00,HSM-M-02,91.83,3.05,3.09,68.13,1315.82
2026-04-05 04:00,HSM-M-02,90.57,3.35,3.18,70.37,1285.81
2026-04-05 05:00,HSM-M-02,93.38,3.19,3.25,69.44,1303.19
2026-04-05 06:00,HSM-M-02,88.52,3.21,3.2,72.53,1316.06
2026-04-05 07:00,HSM-M-02,89.41,3.15,2.97,70.92,1334.91
2026-04-05 08:00,HSM-M-02,93.51,2.88,3.28,69.36,1285.14
2026-04-05 09:00,HSM-M-02,90.58,3.32,2.94,66.44,1192.05
2026-04-05 10:00,HSM-M-02,88.57,3.17,2.76,64.48,1299.6
2026-04-05 11:00,HSM-M-02,86.46,2.86,2.59,67.61,1193.94
2026-04-05 12:00,HSM-M-02,89.46,2.59,2.67,65.12,1222.77
2026-04-05 13:00,HSM-M-02,84.29,2.5,2.79,64.13,1194.54
2026-04-05 14:00,HSM-M-02,80.23,2.52,2.91,59.4,1156.95
2026-04-05 15:00,HSM-M-02,77.52,2.55,2.5,59.7,1095.33
2026-04-05 16:00,HSM-M-02,76.13,2.31,2.3,58.5,1084.01
2026-04-05 17:00,HSM-M-02,77.59,2.15,2.16,61.05,1058.06
2026-04-05 18:00,HSM-M-02,77.72,2.06,2.7,59.26,1150.0
2026-04-05 19:00,HSM-M-02,78.39,2.21,2.44,56.02,1093.55
2026-04-05 20:00,HSM-M-02,81.2,2.24,2.23,62.97,1119.29
2026-04-05 21:00,HSM-M-02,82.24,2.58,2.26,60.2,1192.16
2026-04-05 22:00,HSM-M-02,79.04,2.43,2.52,61.93,1174.84
2026-04-05 23:00,HSM-M-02,83.95,2.32,2.57,64.57,1154.82
2026-04-06 00:00,HSM-M-02,87.38,2.92,2.81,63.42,1233.74
2026-04-06 01:00,HSM-M-02,89.8,3.03,2.7,66.24,1196.11
2026-04-06 02:00,HSM-M-02,88.19,2.91,2.63,65.13,1272.28
2026-04-06 03:00,HSM-M-02,92.09,3.27,3.37,66.83,1387.43
2026-04-06 04:00,HSM-M-02,89.69,3.3,3.15,70.12,1314.4
2026-04-06 05:00,HSM-M-02,89.46,3.19,3.23,71.14,1307.52
2026-04-06 06:00,HSM-M-02,92.93,3.48,3.13,72.09,1241.56
2026-04-06 07:00,HSM-M-02,90.27,3.22,3.2,73.11,1296.52
2026-04-06 08:00,HSM-M-02,88.39,3.3,3.05,67.85,1223.24
2026-04-06 09:00,HSM-M-02,90.53,3.03,2.94,69.09,1236.96
2026-04-06 10:00,HSM-M-02,89.08,2.91,2.53,65.57,1235.12
2026-04-06 11:00,HSM-M-02,85.96,2.66,3.0,67.6,1208.14
2026-04-06 12:00,HSM-M-02,86.49,2.9,2.59,60.72,1262.67
2026-04-06 13:00,HSM-M-02,81.14,3.1,2.7,66.59,1141.28
2026-04-06 14:00,HSM-M-02,84.31,2.51,2.51,62.25,1216.22
2026-04-06 15:00,HSM-M-02,77.38,2.61,2.21,60.69,1111.43
2026-04-06 16:00,HSM-M-02,79.59,2.69,2.53,62.4,1072.3
2026-04-06 17:00,HSM-M-02,80.43,2.51,2.52,58.59,1068.55
2026-04-06 18:00,HSM-M-02,81.03,2.23,2.21,58.41,1048.82
2026-04-06 19:00,HSM-M-02,76.02,2.37,2.32,60.72,1133.23
2026-04-06 20:00,HSM-M-02,74.38,2.19,2.38,60.76,1097.09
2026-04-06 21:00,HSM-M-02,82.08,2.31,2.23,65.75,1083.89
2026-04-06 22:00,HSM-M-02,81.09,2.61,2.7,64.58,1175.55
2026-04-06 23:00,HSM-M-02,83.89,2.67,2.68,62.34,1138.79
2026-04-07 00:00,HSM-M-02,86.8,2.57,2.54,62.83,1199.33
2026-04-07 01:00,HSM-M-02,88.25,2.78,2.88,65.63,1214.91
2026-04-07 02:00,HSM-M-02,85.4,3.29,3.03,65.84,1333.1
2026-04-07 03:00,HSM-M-02,89.28,3.07,3.02,72.54,1232.9
2026-04-07 04:00,HSM-M-02,92.8,3.07,3.15,68.77,1263.24
2026-04-07 05:00,HSM-M-02,90.54,3.27,3.13,73.32,1302.21
2026-04-07 06:00,HSM-M-02,94.24,2.89,3.15,74.96,1209.99
2026-04-07 07:00,HSM-M-02,95.17,3.22,3.16,68.48,1281.81
2026-04-07 08:00,HSM-M-02,92.97,3.23,3.1,66.98,1192.2
2026-04-07 09:00,HSM-M-02,91.94,3.06,3.11,69.99,1249.8
2026-04-07 10:00,HSM-M-02,89.56,2.81,3.11,69.3,1202.37
2026-04-07 11:00,HSM-M-02,86.76,2.58,2.84,64.75,1254.54
2026-04-07 12:00,HSM-M-02,91.81,2.7,2.66,63.97,1216.01
2026-04-07 13:00,HSM-M-02,86.91,2.88,2.72,64.52,1159.7
2026-04-07 14:00,HSM-M-02,77.52,2.33,2.84,62.33,1184.46
2026-04-07 15:00,HSM-M-02,78.23,2.58,2.45,62.25,1101.12
2026-04-07 16:00,HSM-M-02,79.7,1.99,2.57,61.93,1160.88
2026-04-07 17:00,HSM-M-02,79.25,2.35,2.41,59.89,1073.13
2026-04-07 18:00,HSM-M-02,82.07,2.3,2.47,59.89,1100.63
2026-04-07 19:00,HSM-M-02,80.48,2.3,2.19,62.99,1131.47
2026-04-07 20:00,HSM-M-02,81.58,2.51,2.32,60.43,1091.26
2026-04-07 21:00,HSM-M-02,82.22,2.53,2.53,60.91,1143.02
2026-04-07 22:00,HSM-M-02,81.62,2.33,2.32,59.65,1136.16
2026-04-07 23:00,HSM-M-02,84.92,2.54,2.49,66.25,1176.63
2026-04-08 00:00,HSM-M-02,87.78,2.53,2.55,66.59,1199.54
2026-04-08 01:00,HSM-M-02,84.03,2.92,2.7,64.87,1180.45
2026-04-08 02:00,HSM-M-02,90.28,3.23,3.17,66.58,1282.83
2026-04-08 03:00,HSM-M-02,94.21,2.96,3.04,68.42,1270.19
2026-04-08 04:00,HSM-M-02,90.68,2.92,3.22,70.92,1369.2
2026-04-08 05:00,HSM-M-02,92.42,2.99,3.16,69.4,1236.69
2026-04-08 06:00,HSM-M-02,92.67,3.01,3.02,71.26,1396.96
2026-04-08 07:00,HSM-M-02,91.74,3.12,3.48,70.88,1402.35
2026-04-08 08:00,HSM-M-02,90.09,2.9,3.23,67.35,1304.15
2026-04-08 09:00,HSM-M-02,90.86,3.01,3.0,64.31,1282.69
2026-04-08 10:00,HSM-M-02,86.53,2.72,2.89,66.81,1194.16
2026-04-08 11:00,HSM-M-02,86.55,2.82,3.13,67.13,1222.2
2026-04-08 12:00,HSM-M-02,83.47,2.5,2.7,67.36,1154.01
2026-04-08 13:00,HSM-M-02,76.86,2.74,2.79,63.96,1097.84
2026-04-08 14:00,HSM-M-02,79.32,2.28,2.4,61.07,1133.97
2026-04-08 15:00,HSM-M-02,82.28,2.18,2.61,63.16,1145.74
2026-04-08 16:00,HSM-M-02,78.23,2.25,2.51,61.98,1071.92
2026-04-08 17:00,HSM-M-02,78.48,2.35,2.32,61.11,1055.25
2026-04-08 18:00,HSM-M-02,79.85,2.59,2.34,59.35,1153.91
2026-04-08 19:00,HSM-M-02,81.76,2.37,2.26,59.95,1051.23
2026-04-08 20:00,HSM-M-02,78.75,2.29,2.46,60.14,1046.67
2026-04-08 21:00,HSM-M-02,79.94,2.47,2.32,61.84,1075.66
2026-04-08 22:00,HSM-M-02,79.33,2.55,2.77,63.35,1154.37
2026-04-08 23:00,HSM-M-02,80.72,2.49,2.23,65.07,1097.39
2026-04-09 00:00,HSM-M-02,86.97,2.72,2.78,63.73,1198.76
2026-04-09 01:00,HSM-M-02,86.86,2.95,2.73,66.93,1291.03
