timestamp,asset_id,discharge_pressure,flow_rate,bearing_temperature,vibration,motor_current
2026-04-01 00:00,CWP-07,6.52,537.62,57.35,2.46,154.5
2026-04-01 01:00,CWP-07,6.78,485.37,60.53,2.88,152.58
2026-04-01 02:00,CWP-07,6.8,515.54,61.58,3.02,166.66
2026-04-01 03:00,CWP-07,6.78,496.21,65.07,3.07,148.84
2026-04-01 04:00,CWP-07,6.7,528.83,62.88,2.97,162.46
2026-04-01 05:00,CWP-07,7.12,552.61,64.77,3.42,157.93
2026-04-01 06:00,CWP-07,7.78,545.97,64.02,3.32,179.97
2026-04-01 07:00,CWP-07,7.34,555.11,64.36,3.26,159.0
2026-04-01 08:00,CWP-07,6.95,593.3,65.92,2.88,161.76
2026-04-01 09:00,CWP-07,7.32,559.07,64.65,3.01,169.53
2026-04-01 10:00,CWP-07,7.12,542.26,66.37,2.88,153.53
2026-04-01 11:00,CWP-07,6.83,493.65,57.54,2.72,156.38
2026-04-01 12:00,CWP-07,6.6,498.48,61.0,2.69,145.49
2026-04-01 13:00,CWP-07,6.86,505.27,61.73,2.29,148.49
2026-04-01 14:00,CWP-07,6.54,486.37,56.84,2.49,124.29
2026-04-01 15:00,CWP-07,5.75,479.02,57.38,2.62,137.64
2026-04-01 16:00,CWP-07,6.0,437.87,52.57,2.45,126.58
2026-04-01 17:00,CWP-07,5.89,437.99,55.93,2.15,121.19
2026-04-01 18:00,CWP-07,6.19,443.55,55.12,2.29,133.66
2026-04-01 19:00,CWP-07,5.95,455.63,54.91,2.41,125.89
2026-04-01 20:00,CWP-07,5.77,470.91,56.05,2.55,132.99
2026-04-01 21:00,CWP-07,6.06,492.56,55.49,2.13,136.98
2026-04-01 22:00,CWP-07,6.05,491.95,57.97,2.63,144.89
2026-04-01 23:00,CWP-07,6.4,496.27,57.49,2.37,152.17
2026-04-02 00:00,CWP-07,6.72,504.92,59.6,2.57,133.15
2026-04-02 01:00,CWP-07,6.77,522.34,63.44,2.74,160.59
2026-04-02 02:00,CWP-07,6.88,532.27,62.26,2.71,155.85
2026-04-02 03:00,CWP-07,6.6,582.29,64.21,2.65,160.97
2026-04-02 04:00,CWP-07,6.96,532.27,70.68,3.31,171.33
2026-04-02 05:00,CWP-07,7.33,582.59,65.5,2.97,164.99
2026-04-02 06:00,CWP-07,6.99,552.22,63.72,3.2,170.9
2026-04-02 07:00,CWP-07,7.32,556.51,63.68,3.34,169.38
2026-04-02 08:00,CWP-07,7.1,516.94,64.35,3.56,165.09
2026-04-02 09:00,CWP-07,6.81,543.59,63.79,3.17,174.2
2026-04-02 10:00,CWP-07,6.83,546.92,64.88,3.07,170.16
2026-04-02 11:00,CWP-07,7.07,535.33,57.95,3.01,150.78
2026-04-02 12:00,CWP-07,6.3,471.89,59.29,2.86,158.18
2026-04-02 13:00,CWP-07,6.59,502.41,58.0,2.62,152.36
2026-04-02 14:00,CWP-07,5.91,473.38,56.4,2.61,128.3
2026-04-02 15:00,CWP-07,5.54,466.57,58.58,2.19,144.73
2026-04-02 16:00,CWP-07,6.43,463.82,53.5,2.03,134.95
2026-04-02 17:00,CWP-07,5.77,437.81,55.92,1.98,121.63
2026-04-02 18:00,CWP-07,5.69,470.3,58.87,2.35,134.96
2026-04-02 19:00,CWP-07,6.27,455.6,56.36,2.06,127.62
2026-04-02 20:00,CWP-07,5.9,468.77,52.54,2.25,128.3
2026-04-02 21:00,CWP-07,6.21,469.25,57.16,2.17,131.69
2026-04-02 22:00,CWP-07,6.77,486.48,55.28,2.22,140.53
2026-04-02 23:00,CWP-07,6.63,503.4,55.85,2.82,150.99
2026-04-03 00:00,CWP-07,6.32,516.12,60.7,2.73,152.53
2026-04-03 01:00,CWP-07,6.94,536.79,59.96,2.84,142.56
2026-04-03 02:00,CWP-07,6.81,527.87,65.67,2.74,159.65
2026-04-03 03:00,CWP-07,6.93,565.5,62.19,3.15,166.08
2026-04-03 04:00,CWP-07,6.75,522.21,61.96,2.99,161.71
2026-04-03 05:00,CWP-07,6.91,549.16,66.39,3.09,160.26
2026-04-03 06:00,CWP-07,7.05,552.28,66.14,3.39,169.04
2026-04-03 07:00,CWP-07,7.3,522.91,62.4,3.08,167.19
2026-04-03 08:00,CWP-07,6.93,550.29,67.87,3.5,163.36
2026-04-03 09:00,CWP-07,6.51,540.63,60.37,3.23,152.46
2026-04-03 10:00,CWP-07,6.61,524.2,59.7,2.71,159.92
2026-04-03 11:00,CWP-07,6.82,527.49,60.38,2.53,151.72
2026-04-03 12:00,CWP-07,6.34,499.42,62.47,2.31,155.25
2026-04-03 13:00,CWP-07,6.11,493.52,58.03,2.6,144.75
2026-04-03 14:00,CWP-07,6.14,491.78,57.9,2.47,137.57
2026-04-03 15:00,CWP-07,6.42,453.05,57.65,2.2,149.43
2026-04-03 16:00,CWP-07,6.22,466.07,57.46,2.14,136.29
2026-04-03 17:00,CWP-07,5.72,482.12,53.19,2.37,142.52
2026-04-03 18:00,CWP-07,5.81,443.23,55.53,2.13,136.65
2026-04-03 19:00,CWP-07,5.71,448.73,52.4,2.48,132.5
2026-04-03 20:00,CWP-07,6.35,463.12,54.79,2.17,143.68
2026-04-03 21:00,CWP-07,6.33,476.68,57.34,2.12,141.5
2026-04-03 22:00,CWP-07,5.75,480.45,56.0,2.31,157.05
2026-04-03 23:00,CWP-07,6.48,500.09,59.36,2.43,147.38
2026-04-04 00:00,CWP-07,6.67,492.1,60.18,2.69,155.36
2026-04-04 01:00,CWP-07,6.75,483.33,58.49,3.04,151.83
2026-04-04 02:00,CWP-07,6.63,533.95,61.94,2.83,159.18
2026-04-04 03:00,CWP-07,7.17,556.83,65.08,2.96,165.93
2026-04-04 04:00,CWP-07,7.29,559.53,64.9,3.37,169.99
2026-04-04 05:00,CWP-07,6.82,564.23,65.09,3.13,167.94
2026-04-04 06:00,CWP-07,7.33,539.41,67.14,3.09,170.26
2026-04-04 07:00,CWP-07,7.17,549.32,59.85,3.03,170.67
2026-04-04 08:00,CWP-07,6.88,551.96,63.93,3.04,162.19
2026-04-04 09:00,CWP-07,7.13,531.27,62.73,3.12,158.14
2026-04-04 10:00,CWP-07,6.68,537.73,65.4,2.97,142.39
2026-04-04 11:00,CWP-07,6.63,526.56,62.51,3.01,150.29
2026-04-04 12:00,CWP-07,6.82,461.51,59.63,2.57,158.74
2026-04-04 13:00,CWP-07,6.26,465.58,57.15,2.23,143.2
2026-04-04 14:00,CWP-07,5.99,479.26,56.54,2.45,145.31
2026-04-04 15:00,CWP-07,5.9,487.92,55.0,2.15,129.52
2026-04-04 16:00,CWP-07,5.8,464.56,56.63,2.46,135.84
2026-04-04 17:00,CWP-07,6.05,470.18,57.04,2.22,134.94
2026-04-04 18:00,CWP-07,5.98,452.92,54.75,2.51,144.12
2026-04-04 19:00,CWP-07,5.97,442.26,58.09,1.94,128.28
2026-04-04 20:00,CWP-07,5.87,450.93,54.94,2.35,132.1
2026-04-04 21:00,CWP-07,6.2,479.65,57.54,2.23,131.06
2026-04-04 22:00,CWP-07,6.24,481.35,60.68,2.43,146.91
2026-04-04 23:00,CWP-07,6.01,469.82,57.13,2.71,141.37
2026-04-05 00:00,CWP-07,6.34,518.97,63.37,2.38,148.65
2026-04-05 01:00,CWP-07,6.82,528.97,57.17,2.69,163.59
2026-04-05 02:00,CWP-07,6.6,550.68,63.5,2.79,153.43
2026-04-05 03:00,CWP-07,7.08,505.8,64.55,3.24,167.8
2026-04-05 04:00,CWP-07,7.18,537.57,61.2,3.08,162.67
2026-04-05 05:00,CWP-07,7.43,522.36,64.55,3.2,161.91
2026-04-05 06:00,CWP-07,7.23,523.51,65.18,3.07,167.43
2026-04-05 07:00,CWP-07,7.22,539.03,65.85,3.06,157.62
2026-04-05 08:00,CWP-07,7.28,549.33,65.56,2.9,160.31
2026-04-05 09:00,CWP-07,6.83,548.33,61.61,3.2,158.01
2026-04-05 10:00,CWP-07,7.18,541.8,64.95,2.77,151.54
2026-04-05 11:00,CWP-07,6.9,529.59,59.28,2.78,160.93
2026-04-05 12:00,CWP-07,6.46,501.93,61.27,2.87,146.27
2026-04-05 13:00,CWP-07,6.52,529.69,59.94,3.05,157.04
2026-04-05 14:00,CWP-07,6.16,478.27,54.64,2.68,126.31
2026-04-05 15:00,CWP-07,5.87,417.85,56.03,2.34,153.05
2026-04-05 16:00,CWP-07,5.69,484.08,54.3,2.47,131.73
2026-04-05 17:00,CWP-07,6.0,476.46,53.1,2.6,138.94
2026-04-05 18:00,CWP-07,5.85,449.86,57.25,2.11,139.13
2026-04-05 19:00,CWP-07,5.66,455.19,56.55,2.21,135.52
2026-04-05 20:00,CWP-07,6.28,422.63,55.5,2.3,141.03
2026-04-05 21:00,CWP-07,6.33,490.13,57.08,2.04,135.31
2026-04-05 22:00,CWP-07,6.24,483.4,58.93,2.56,135.78
2026-04-05 23:00,CWP-07,6.36,493.19,59.65,2.41,145.53
2026-04-06 00:00,CWP-07,6.43,491.94,56.34,2.4,138.03
2026-04-06 01:00,CWP-07,6.88,519.31,59.64,2.64,155.47
2026-04-06 02:00,CWP-07,6.93,505.16,63.7,2.86,160.63
2026-04-06 03:00,CWP-07,7.11,553.74,66.12,2.84,153.19
2026-04-06 04:00,CWP-07,7.06,586.16,64.36,3.27,169.81
2026-04-06 05:00,CWP-07,7.58,575.42,62.37,3.34,165.03
2026-04-06 06:00,CWP-07,7.19,568.96,64.51,2.95,163.55
2026-04-06 07:00,CWP-07,6.68,513.85,64.08,2.96,152.65
2026-04-06 08:00,CWP-07,7.61,540.49,63.88,3.47,167.62
2026-04-06 09:00,CWP-07,7.01,524.01,67.14,3.3,163.19
2026-04-06 10:00,CWP-07,6.84,532.37,61.79,2.96,159.14
2026-04-06 11:00,CWP-07,6.99,495.21,59.0,2.79,162.95
2026-04-06 12:00,CWP-07,6.38,549.4,59.13,2.76,152.79
2026-04-06 13:00,CWP-07,6.57,488.84,55.33,2.59,131.69
2026-04-06 14:00,CWP-07,6.49,484.32,59.9,2.35,142.24
2026-04-06 15:00,CWP-07,6.46,467.72,60.66,2.24,135.41
2026-04-06 16:00,CWP-07,5.85,438.96,55.37,2.24,129.17
2026-04-06 17:00,CWP-07,5.78,449.3,52.81,1.71,123.12
2026-04-06 18:00,CWP-07,6.09,439.14,53.8,2.31,138.58
2026-04-06 19:00,CWP-07,5.77,461.87,54.69,2.38,134.46
2026-04-06 20:00,CWP-07,5.59,457.4,56.31,2.43,135.92
2026-04-06 21:00,CWP-07,6.15,457.76,61.17,2.5,129.38
2026-04-06 22:00,CWP-07,6.21,484.26,56.47,2.55,136.78
2026-04-06 23:00,CWP-07,5.95,504.6,59.38,2.25,143.47
2026-04-07 00:00,CWP-07,6.46,486.99,57.53,2.4,142.01
2026-04-07 01:00,CWP-07,6.48,512.61,61.49,2.86,145.02
2026-04-07 02:00,CWP-07,7.21,521.17,64.1,3.38,157.89
2026-04-07 03:00,CWP-07,6.88,567.02,63.83,2.83,151.62
2026-04-07 04:00,CWP-07,7.51,536.43,66.51,3.22,173.25
2026-04-07 05:00,CWP-07,6.94,551.48,66.75,2.92,163.23
2026-04-07 06:00,CWP-07,7.32,541.6,64.08,3.09,180.38
2026-04-07 07:00,CWP-07,6.64,542.43,68.07,3.19,166.46
2026-04-07 08:00,CWP-07,7.31,531.89,63.87,3.01,158.62
2026-04-07 09:00,CWP-07,7.03,538.1,63.97,2.97,153.69
2026-04-07 10:00,CWP-07,7.13,532.31,65.6,2.94,155.18
2026-04-07 11:00,CWP-07,6.97,498.7,62.15,2.86,143.3
2026-04-07 12:00,CWP-07,6.27,503.94,60.31,2.59,149.57
2026-04-07 13:00,CWP-07,6.13,518.97,57.97,2.57,145.68
2026-04-07 14:00,CWP-07,6.03,490.05,56.31,2.29,141.6
2026-04-07 15:00,CWP-07,6.67,475.52,54.65,2.64,139.14
2026-04-07 16:00,CWP-07,5.93,484.97,58.55,2.16,131.25
2026-04-07 17:00,CWP-07,5.77,447.03,57.43,1.98,123.85
2026-04-07 18:00,CWP-07,5.77,475.89,54.75,2.08,136.03
2026-04-07 19:00,CWP-07,6.3,450.14,56.18,2.09,136.15
2026-04-07 20:00,CWP-07,5.32,475.79,56.47,2.3,142.16
2026-04-07 21:00,CWP-07,5.89,443.68,56.84,2.23,136.74
2026-04-07 22:00,CWP-07,6.58,437.01,60.5,2.42,133.78
2026-04-07 23:00,CWP-07,6.13,482.46,56.8,2.83,152.01
2026-04-08 00:00,CWP-07,6.27,482.5,58.38,2.59,149.19
2026-04-08 01:00,CWP-07,6.76,540.2,60.49,2.92,172.67
2026-04-08 02:00,CWP-07,6.93,522.67,64.16,3.1,158.05
2026-04-08 03:00,CWP-07,6.68,553.13,63.08,2.88,169.25
2026-04-08 04:00,CWP-07,7.32,524.92,64.69,3.05,154.18
2026-04-08 05:00,CWP-07,6.99,564.82,65.66,2.77,156.25
2026-04-08 06:00,CWP-07,6.95,560.4,67.35,3.08,168.64
2026-04-08 07:00,CWP-07,6.75,531.41,64.25,3.15,162.01
2026-04-08 08:00,CWP-07,6.92,543.26,64.12,2.9,174.24
2026-04-08 09:00,CWP-07,6.5,540.86,61.48,3.25,161.46
2026-04-08 10:00,CWP-07,7.19,513.79,63.87,2.93,164.22
2026-04-08 11:00,CWP-07,6.36,495.96,59.73,2.86,155.81
2026-04-08 12:00,CWP-07,6.31,520.84,60.07,2.35,144.09
2026-04-08 13:00,CWP-07,6.33,498.01,57.38,2.63,154.78
2026-04-08 14:00,CWP-07,6.24,490.57,57.49,2.52,143.11
2026-04-08 15:00,CWP-07,6.36,488.87,55.9,2.11,132.22
2026-04-08 16:00,CWP-07,5.94,461.04,55.69,2.21,125.57
2026-04-08 17:00,CWP-07,5.33,457.36,54.59,2.01,128.25
2026-04-08 18:00,CWP-07,5.89,452.51,56.38,2.11,138.24
2026-04-08 19:00,CWP-07,6.11,440.95,53.46,2.17,139.99
2026-04-08 20:00,CWP-07,5.98,485.48,56.13,2.28,140.22
2026-04-08 21:00,CWP-07,6.25,463.53,58.38,2.31,140.59
2026-04-08 22:00,CWP-07,6.48,488.33,58.07,2.46,144.21
2026-04-08 23:00,CWP-07,6.56,508.11,59.53,2.58,133.97
2026-04-09 00:00,CWP-07,6.05,511.92,59.08,2.79,138.1
2026-04-09 01:00,CWP-07,7.0,515.42,59.47,3.03,150.63
2026-04-09 02:00,CWP-07,6.76,520.64,62.11,2.88,163.9
2026-04-09 03:00,CWP-07,6.96,512.17,66.27,3.04,158.59
2026-04-09 04:00,CWP-07,6.53,540.31,63.19,2.86,167.0
2026-04-09 05:00,CWP-07,7.34,567.17,66.14,3.1,151.87
2026-04-09 06:00,CWP-07,7.33,581.48,64.88,2.92,171.2
2026-04-09 07:00,CWP-07,7.27,551.39,66.42,3.56,181.4
2026-04-09 08:00,CWP-07,7.45,554.94,60.24,2.75,163.08
2026-04-09 09:00,CWP-07,6.78,490.66,59.38,3.0,154.95
2026-04-09 10:00,CWP-07,6.61,529.44,63.98,2.7,161.46
2026-04-09 11:00,CWP-07,6.17,477.88,61.44,3.11,156.02
2026-04-09 12:00,CWP-07,6.28,507.51,59.76,2.85,137.9
2026-04-09 13:00,CWP-07,6.07,527.29,56.21,2.58,149.08
2026-04-09 14:00,CWP-07,6.2,463.29,52.0,2.67,128.21
2026-04-09 15:00,CWP-07,5.97,497.41,55.91,2.4,137.98
2026-04-09 16:00,CWP-07,5.37,454.31,54.75,2.38,134.4
2026-04-09 17:00,CWP-07,5.73,460.32,52.26,2.16,128.99
2026-04-09 18:00,CWP-07,6.16,449.14,53.52,1.97,126.0
2026-04-09 19:00,CWP-07,6.21,413.28,52.4,2.19,121.0
2026-04-09 20:00,CWP-07,6.15,488.68,56.29,2.16,135.31
2026-04-09 21:00,CWP-07,5.96,454.0,57.83,2.37,136.84
2026-04-09 22:00,CWP-07,6.65,446.32,57.15,2.52,132.27
2026-04-09 23:00,CWP-07,6.55,443.36,58.42,2.27,147.25
2026-04-10 00:00,CWP-07,6.79,507.78,56.44,2.54,166.79
2026-04-10 01:00,CWP-07,6.38,499.81,62.19,2.82,157.39
2026-04-10 02:00,CWP-07,6.55,540.82,64.39,2.97,165.38
2026-04-10 03:00,CWP-07,7.01,550.77,62.38,2.9,167.63
2026-04-10 04:00,CWP-07,7.01,564.27,69.45,3.2,163.17
2026-04-10 05:00,CWP-07,7.21,534.72,61.42,3.11,162.13
2026-04-10 06:00,CWP-07,6.99,557.79,64.2,2.99,160.17
2026-04-10 07:00,CWP-07,6.71,568.37,67.68,3.45,169.82
2026-04-10 08:00,CWP-07,7.03,543.86,62.6,3.1,166.3
2026-04-10 09:00,CWP-07,7.14,494.71,67.26,3.11,160.34
2026-04-10 10:00,CWP-07,6.87,536.77,62.37,3.33,154.97
2026-04-10 11:00,CWP-07,6.67,504.61,58.4,2.35,158.14
2026-04-10 12:00,CWP-07,6.83,481.93,59.78,2.59,155.42
2026-04-10 13:00,CWP-07,6.41,448.07,61.32,2.58,143.34
2026-04-10 14:00,CWP-07,6.05,438.18,57.91,2.44,152.34
2026-04-10 15:00,CWP-07,6.33,439.11,59.73,2.57,134.84
2026-04-10 16:00,CWP-07,6.37,440.93,54.89,2.48,126.95
2026-04-10 17:00,CWP-07,5.34,446.16,54.6,1.74,133.37
2026-04-10 18:00,CWP-07,5.9,440.75,52.74,2.27,130.52
2026-04-10 19:00,CWP-07,5.87,461.89,56.82,2.21,139.48
2026-04-10 20:00,CWP-07,5.89,461.82,57.3,1.99,121.66
2026-04-10 21:00,CWP-07,6.25,428.55,56.99,2.52,126.3
2026-04-10 22:00,CWP-07,6.17,492.11,54.4,2.33,133.91
2026-04-10 23:00,CWP-07,6.51,446.83,57.5,2.74,151.25
2026-04-11 00:00,CWP-07,6.5,471.75,58.04,2.92,152.07
2026-04-11 01:00,CWP-07,6.94,531.24,63.87,2.78,159.03
2026-04-11 02:00,CWP-07,6.7,510.29,60.49,3.2,159.56
2026-04-11 03:00,CWP-07,6.79,527.82,65.38,3.09,158.69
2026-04-11 04:00,CWP-07,7.38,558.9,66.78,3.14,153.74
2026-04-11 05:00,CWP-07,6.86,528.37,65.78,3.31,179.32
2026-04-11 06:00,CWP-07,7.0,557.89,68.39,3.29,164.52
2026-04-11 07:00,CWP-07,7.48,533.57,64.51,3.07,161.98
2026-04-11 08:00,CWP-07,6.84,539.23,63.29,3.04,159.03
2026-04-11 09:00,CWP-07,7.38,549.77,63.16,2.86,170.62
2026-04-11 10:00,CWP-07,6.95,518.09,61.38,2.83,157.43
2026-04-11 11:00,CWP-07,6.82,533.42,60.33,2.76,151.85
2026-04-11 12:00,CWP-07,6.61,490.62,62.16,2.72,151.88
2026-04-11 13:00,CWP-07,5.93,467.37,60.8,2.5,143.24
2026-04-11 14:00,CWP-07,6.37,467.99,55.46,2.49,130.74
2026-04-11 15:00,CWP-07,6.4,454.63,56.67,2.52,144.82
2026-04-11 16:00,CWP-07,6.11,427.42,55.24,2.58,134.09
2026-04-11 17:00,CWP-07,6.13,470.83,56.54,2.71,133.94
2026-04-11 18:00,CWP-07,6.43,484.19,51.78,2.38,122.63
2026-04-11 19:00,CWP-07,5.75,444.12,57.46,1.9,129.24
2026-04-11 20:00,CWP-07,5.96,459.01,55.96,2.59,126.99
2026-04-11 21:00,CWP-07,6.05,463.81,56.51,2.48,144.98
2026-04-11 22:00,CWP-07,6.44,505.77,62.28,2.39,143.44
2026-04-11 23:00,CWP-07,6.49,488.04,57.47,2.81,148.33
2026-04-12 00:00,CWP-07,6.68,521.54,57.6,2.56,162.95
2026-04-12 01:00,CWP-07,6.63,540.33,63.55,2.49,154.98
2026-04-12 02:00,CWP-07,6.78,540.24,62.46,2.85,156.07
2026-04-12 03:00,CWP-07,6.86,564.97,64.96,3.02,164.26
2026-04-12 04:00,CWP-07,7.3,545.44,63.82,3.27,161.22
2026-04-12 05:00,CWP-07,7.29,563.62,64.11,3.12,147.15
2026-04-12 06:00,CWP-07,7.19,554.38,62.84,3.46,174.22
2026-04-12 07:00,CWP-07,7.11,575.86,67.0,3.03,172.57
2026-04-12 08:00,CWP-07,7.12,557.54,66.6,2.95,169.0
2026-04-12 09:00,CWP-07,7.04,542.7,63.86,2.59,158.2
2026-04-12 10:00,CWP-07,6.73,511.21,59.09,3.08,155.78
2026-04-12 11:00,CWP-07,6.51,496.88,60.47,2.72,159.31
2026-04-12 12:00,CWP-07,6.76,524.73,61.56,3.0,153.67
