timestamp,asset_id,discharge_pressure,flow_rate,bearing_temperature,vibration,motor_current
2026-04-01 00:00,CWP-06,6.75,464.05,60.72,2.74,153.42
2026-04-01 01:00,CWP-06,7.0,477.33,61.85,2.44,150.12
2026-04-01 02:00,CWP-06,6.76,523.45,59.69,2.82,162.21
2026-04-01 03:00,CWP-06,7.09,532.73,63.53,2.97,167.58
2026-04-01 04:00,CWP-06,6.87,563.3,64.64,3.35,162.66
2026-04-01 05:00,CWP-06,6.96,574.78,69.04,2.72,175.36
2026-04-01 06:00,CWP-06,7.1,561.56,65.66,3.29,160.14
2026-04-01 07:00,CWP-06,7.28,538.23,66.81,3.12,151.91
2026-04-01 08:00,CWP-06,7.06,517.02,63.48,2.66,154.28
2026-04-01 09:00,CWP-06,7.22,529.38,65.9,3.13,166.59
2026-04-01 10:00,CWP-06,7.41,495.87,59.67,2.65,166.36
2026-04-01 11:00,CWP-06,6.25,503.01,62.0,2.84,152.14
2026-04-01 12:00,CWP-06,6.55,494.86,60.17,2.46,152.75
2026-04-01 13:00,CWP-06,6.3,476.21,60.55,2.72,157.16
2026-04-01 14:00,CWP-06,5.65,476.02,61.26,2.18,145.73
2026-04-01 15:00,CWP-06,6.35,464.77,58.21,2.44,133.94
2026-04-01 16:00,CWP-06,6.2,451.72,56.31,2.31,138.66
2026-04-01 17:00,CWP-06,5.66,446.08,54.61,2.32,139.65
2026-04-01 18:00,CWP-06,5.86,431.29,57.18,2.46,138.26
2026-04-01 19:00,CWP-06,6.13,451.02,56.46,2.48,129.14
2026-04-01 20:00,CWP-06,5.97,473.09,55.42,2.48,138.1
2026-04-01 21:00,CWP-06,6.2,469.58,55.94,2.3,140.69
2026-04-01 22:00,CWP-06,6.11,476.22,54.7,2.31,139.97
2026-04-01 23:00,CWP-06,6.37,454.13,62.26,2.42,146.16
2026-04-02 00:00,CWP-06,6.06,471.34,58.35,2.47,151.51
2026-04-02 01:00,CWP-06,6.61,527.71,58.61,2.5,159.76
2026-04-02 02:00,CWP-06,6.83,518.52,64.48,3.11,145.89
2026-04-02 03:00,CWP-06,6.6,564.01,60.01,2.9,164.12
2026-04-02 04:00,CWP-06,6.75,542.61,63.49,3.18,164.91
2026-04-02 05:00,CWP-06,7.14,557.91,66.5,3.04,171.91
2026-04-02 06:00,CWP-06,7.19,552.59,65.21,2.75,165.92
2026-04-02 07:00,CWP-06,6.98,559.73,63.01,3.06,156.61
2026-04-02 08:00,CWP-06,7.22,553.22,66.32,2.97,164.34
2026-04-02 09:00,CWP-06,6.72,536.66,63.53,2.88,157.58
2026-04-02 10:00,CWP-06,6.99,452.26,58.93,2.86,158.07
2026-04-02 11:00,CWP-06,6.49,481.14,62.93,2.82,154.05
2026-04-02 12:00,CWP-06,6.16,505.34,61.43,2.91,150.79
2026-04-02 13:00,CWP-06,6.42,457.34,63.73,2.55,152.72
2026-04-02 14:00,CWP-06,6.52,475.22,57.81,2.34,136.03
